isValid,review
1,还可以，有点掉色
1,衣服质量还是可以的，面料摸着很舒服。就是买大了一号，结果花了*快递费退回去要求把2XL规格的更换成XL的，结果换回来的还是2XL规格的，不知道商家在干嘛？
1,质量太差了，根本不划算。
1,不是很理想，还没穿!
1,裤子不太好，掉色。
1,这套衣服还行，一般般了。
1,货只有到半路，取货太麻烦了
1,质量挺好的，不会很闷热的那种料子
1,衣服很漂亮，跑步锻炼时穿上很舒服，面料很，喜欢。。。
1,因为之前一直喜欢红色，所以这次大胆的买了件红色的衣服，老公说穿起来好看，嘿嘿，我觉得也不错！
1,不满意，太大了，料子一般
1,衣服还行白色嘛，裤子才差哟，清了5次都还有黑色纤维一样詹在手上，想想你都麻肉，
1,颜色很正，但裤子洗的时候掉下些黑黑的细毛，洗了好几道水都还有，害怕怕的，不知能不能穿。
1,衣服弹性，穿着舒服，很适合跑步运动
1,质量不是很好
1,一颗星都不想给，由于店家的不负责任，一件物品要走十几天，什么概念，亲们，你们希望你们的物品在你已经付款的前提下，五天以后才出货吗？还找各种理由，像话吗？
1,穿着合身 红色颜色很正
1,没有想像的那样好，将就着穿吧
1,衣服感觉上身显瘦，虽不能和模特穿的效果相媲美，但是自我感觉还是不错的。尺码也合适，赞一个！
1,还行吧！就是感觉裤子不怎么好
1,上衣有点小，裤子还好，
1,买了两套，一套不能穿裤子太大，质量挺好de
1,质量很好，版型也很好，布料是那种光滑一些的，好像不能起球，感觉还不错。
1,东西好看，质量也不错，是送给朋友的，可是昨晚她试了，拍的有点小了，平时她穿的是X L ，这个运动套装版型小，建议大家拍的时候拍大一码
1,666666.穿上跑步，感觉自己能上天，来不及解释了，皮皮虾我们走
1,料子没摸不知道，不过老妈发来照片挺好看的
1,特别喜欢的一件衣服 上身效果特别好 颜色和图片一样没有差别 买的黑色 特别显瘦 质量也很好
1,买大了，还可以
1,裤子点费但就那样吧?
1,料子太薄了，感觉不太值
1,左右拉链不一样长，布料很好，不会起球的那种，我一百斤，买L号的居然还穿不了。
1,没有模特穿的好看，感觉有点像校服。衣服也很硬，不值这个价格
1,质量太差！懒得退
1,衣服号小了，已经要求换货了，
1,衣服还可以，但是对百世快递无语了&hellip;&hellip;
1,面料不好。有味道
1,太差劲啦！
1,就是校服难看，穿都穿不上
1,和图片一点都不符根本就不值这个价懒得退了
-1,质量很一般
1,我衣服穿M码的可是换了大一码，还是有点小?
1,衣服不怎么样
1,不怎么好，裤子没有照片那么好看
1,没有想象中的好，质量有点差，没有质感，完全值不了这个价，我感觉顶多60块钱
1,裤子有点大，质量还行
1,衣服质感柔软光滑，弹性很大舒适度很高，也不褪色，很喜欢。
1,裤子穿起来怪怪的
1,还凑合，跟我想象的不一样
1,宝贝受到了，款式很舒服很喜欢，还回来光顾，嘻嘻，喜欢的妹子可以看看哦。
1,很后悔的一次购物，裤子根本穿不出去，太瘦了，快递员不让试
1,衣服的质量太差了，穿上就流线，穿了一次就不能要了。说这质量能行吗！欺骗消费者，我要投诉你们。
1,自己看吧，打开来是坏的，伤心了
1,产品与描述相差太多！
1,衣服有点小贵，整体还不错
1,质量一点也不好，不值这个价钱
1,有点小哦，懒得退了。
1,衣服真心不错，就是买大了。也懒得换了。
1,颜色很喜欢，但是衣服有些偏大，袖子有点长，总体不错
1,虽说不错～但有点后悔买了～因为太长了～显得腿短～
1,不错的衣服，除了薄点，其他都很好
-1,质量一般般吧
-1,吾消费京东商城数年，深知各产品琳琅满目。然，唯此宝物与众皆不同，为出淤泥之清莲。使吾为之动容，心驰神往，以至茶饭不思，寝食难安，辗转反侧无法忘怀。于是乎紧衣缩食，凑齐银两，倾吾之所有而能买。东哥之热心、快递员之殷切，无不让人感激涕零，可谓迅雷不及掩耳盗铃儿响叮当仁不让世界充满爱。待打开包裹之时，顿时金光四射，屋内升起七彩祥云，处处皆是祥和之气。吾惊讶之余甚是欣喜若狂，呜呼哀哉！此宝乃是天上物，人间又得几回求！遂沐浴更衣，焚香祷告后与人共赏此宝。人皆赞叹不已，故生此宝物款型及做工，超高性价比之慨，且赞吾独具慧眼与时尚品位。产品介绍果然句句实言，毫无夸大欺瞒之嫌。实乃大家之风范，忠义之商贾。
1,一般般，起球掉色！
1,还可以，袖子越洗越长
1,对于我来说上身短了，袖子长了，没有模特穿的好看
1,有点大，袖子长点。164，54。
1,一般，衣服下面有开口就好了，没弹性真的不好穿
1,这次网购是历来最差的一次，从此不在京东网购，质差价高，退货是按下单时间计算，你不问问什么时间送给我的？岂有此理!!!
1,没有味道，还可以 尺码正常，按照平时穿的买就好 面料一般，适合春秋穿 没有什么色差 服务态度还是不错的
-1,感觉不错比外面买的质量好
-1,感觉不错比外面买的质量好
-1,一般般吧
1,差差差，差评！
-1,一般般，
1,质量一般般，给的建议也小了一个号
1,买回来就是地摊货
-1,一般般，实在一般。。。。。
1,这不是包邮的吗怎么我取的时候还要收钱呢？
1,还好，一般的
1,有点贵，衣服质量值不了*
1,料子可以，就是上衣有点瘦，能穿
1,衣服很好，就是裤子大了，穿不了?
1,质量真的非常差，太差了，说的是卫衣，简直就是秋衣，什么东西呀，
-1,质量一般
1,东西还是不错的，但就是领口太大
1,衣服掉色，质量一般般！
-1,质量一般
1,不好，手工太差了，还没穿就发现裤脚有个洞
1,还好吧，我穿上一般
1,收到的货不是我要的这个图案，但是退换货太麻烦了，凑合穿吧
1,衣服收到啦。姑娘很喜欢。就是码子偏大了点
1,偏小，买大一码就好了，但袖子又偏长
1,挺好的，就是颜色有点清淡
1,非常好看的一件衣服，可惜稍微买的小了点。不过瞬间就无货了，也就不换了，喜欢喜欢
1,买大了点儿，不过也还行吧，质量什么的都挺好看的
1,穿上没腰围了
1,有点偏大，直接送人了
1,买大了一码，不过衣服不错
1,有点小贵
1,质量不错，有点薄，适合天气再暖点的时候穿，女款尺码有点偏小！
1,特别好，纯棉的，条纹显得有活力！赞！
1,要的黑白色，给弄个全黑色的我也是醉咯，不过卖家态度很好我也不想换了，总得来说还是很好的
1,衣服质量不好，太薄，还起球
1,衣服太大了，唉太差了
1,拆了快递以后太让我失望了，上身是个秋衣，还特别特别的薄，下身的裤子也特别特别薄，我都在考虑要不要买条黑色的安全裤
1,质量好差，买的最差的一次。帮别人买的，让退货呢，唉，质量太差了
1,质量不好，太薄了，还起球。
1,服务态度超好的！我以为质量不怎么样，收到才知道衣服有多么的棒！
1,后屁股的口袋都烂了
1,领子改过的?
1,面料太薄，质量不好，根本不值这个价。就是嫌麻烦，不然就退货了。
1,不错！！！就是码子有点偏小
1,袖子长 衣服短 一抬手臂就曝光 好尴尬? 现在是京东配送速度快了很多
1,超级烂   衣服给我发错码了   就是因为给我发错码了  导致现在我要的码也没有   真不知道这些人干什么吃的
1,外面有一层纱，加分
1,质量一般，不是很满意。
1,其他还好，就是纱的质量不行
1,一般，不喜欢，不是新款
1,纱很硬，扎挺，感觉一般
-1,一般
-1,一直想要换个欧美范的风格，便相中了妖精的口袋，一次性买了两件衣服，收到货后试穿时有些偏大。后期退换货时客服服务很好，而且及时帮我处理问题。
-1,一般
1,颜色还可以，码数有点大，申请换小一码了
1,还好还好，就是有点大
1,这件衣服颜色款式都好，只是露一个肩膀不太实用。
1,衣服穿上很舒服，就是袖子太长了
1,肩带会露出来。。。袖子很长，整体宽松。。。。
1,袖子大、衣服短、还好吧
1,可能不太适合我，但是质量很好，所以，给个好评。
1,衣服上身很是显瘦 本以为会有色差的结果出乎我的意料 衣服颜色很正 穿上很是好看 显的皮肤白白的
1,衣服穿着很有型，有弹性，颜色也很赞
1,衣服还行，就是有点短，可能是我太高了！
1,没色差，质量作工没的说，只是买小了，已申请换货了。
1,质量不理想。
1,面料很薄很软，但是不如图片中那么贴身。
1,有点薄不值这个价钱
1,有点薄，标价高，太贵了
1,衣服上身很是显瘦 本以为会有色差的结果出乎我的意料 衣服颜色很正 穿上很是好看 显的皮肤白白的
1,很好是想要的，再买件红色的
1,好久了才记得评价，可以可以可以
1,身上是够宽松，下面窄，肚子大就容易显形了。
-1,一般般，还行
1,衣服收到了；感觉一般吧；但后悔没买红颜色的；也没S码；?
1,感觉被坑了  根本不值这个价
1,就是有点小
1,衣服质量不错，穿身上酷酷滴，
1,今天收到衣服了，穿上身试了试，还可以，适合春秋穿！
1,质量挺好的，红色黑色各买了一件
1,不是很厚！！！
1,质量一般般，还算可以
1,衣服 很好！色很正于模特颜色相符！
1,也就那样吧！！
1,质量一般，拍了小码还是很大。
1,非常好，就是自己拍大了一码，有弹性喔！下次再来光临本店。质量杠杠滴。只想说一分钱一分货！！！
1,妖精的口袋衣服都好看，每次买都满意
1,一共买了三件 就这个还顺眼点，感觉模特穿的是真品，买到的是假的，质量不好，做工不好，色差比较大，上面的图案比较模糊，感觉很劣质，我是第一次买感觉新颖好看，可是很失望。还买了豆粉的，感觉很暗，不好看。
1,领子有点儿大
1,打折时买的，很好
-1,很一般！
1,打折时买的，挺值得
1,不错。很漂亮也很舒服。第一次买号小了，这里不能直接选换货，而要重新购买，同时办理退货。比较麻烦，退款要等。
1,还可以，就是稍微有点大了
1,袖子有点长，其它都好
1,还可以吧，太薄了
1,质量太差，申请退货，服务态度也不好，希望退货
1,还行，一分钱一分货
1,质量太差，跟沙布一样，沒法穿
1,商品不行，太薄了还有色差，和图片差太多，不推荐大家购买。
1,刚拿到包裹时掂量了一下，还挺有份量的，不是那种轻飘飘的。包裹很仔细 质量也很好
1,一般般吧，有点起球
-1,一般般
1,穿着舒服做工一般价格和品质是一制的一分钱一分货
1,跟图片上不一样，质量不行，不是我想要的
1,有点儿薄了&hellip;&hellip;
1,没穿呢刚收货
1,看起来还不错，布料不是很轻薄的那种，有点分量
1,衣服和图片不一样，质量一般般，太薄了
1,布料很差很差跟图片对比二回事，给差评
1,商品质量差，直不得那个价，太贵了，卖家太黑心了
1,对于160不到的我，裤子有点长，两个裤脚又花5元?
1,衣服有有味道
1,质量差，想退货，
1,有点薄，还好!
1,一般般，面料不是很好
1,衣服质量不怎样，
1,对的起这个价格，还可以，跑步穿
1,衣服有点薄 质量一般般 不是特别舒适
1,好薄呀，一般般啦，也不是很差的
1,不好，很慢而且服务态度也不好，有待改进。
1,质量不好，还起毛毛，太差，裤子都不有穿就要通洞，不行不行
1,质量实在是太差了，根本不值这个价，拉链很难拉，买了XXL感觉是XL一次很差的购物，对京东越来越失望了，这样的商品怎么能在京东卖，小心砸了多年苦心经营的牌子
1,质量好又不是很贵
1,裤子就穿了几天，还没洗，裤子那就破了，不是开缝而是布像风化了那样破了，还真没把衣服穿成这样过。京东的东西也不值得信赖了吗。就想问，可以退货吗？稍后上传照片给大家
1,里面说好的全是托 白色那件都起球了 裤子一穿就破裆 质量差得很
1,老是起毛毛   一点都不好    130多不值这个价格
1,质量很好 颜色不错 而且有弹性
1,衣服质量一般
1,收到衣服了 还可以好像号码稍微有点偏小
1,希望买家换货仔细点，明明三件套，不要以为调价就不给换了
1,首先衣服和图片色差很大，其次是衣服太短，和图片直接不一致！物流比想象中的快！
1,太小了点。。。。。。
1,"""颜色跟图片有差别，裤偏小:上衣又偏大；唉!买回来都穿不了'一点都不满意"""
1,在也不敢买了，中午刚拿到货，结果一打开来看质量差的要命。以后不会在来家店买了，白白浪漫我78块钱，辛辛苦苦赚来的钱买到样的衣服，各位不要来买了
1,质量简直差到我都不想吐槽的地步，我想问店家，你的裤子的吊牌在哪里，你该不会是穿过吧，挂的线头都露在外面，差差差
1,不是棉制，化纤制不吸汗，在拼多多里才卖29.9，这次掉坑里了啦！
1,质量不行，褪色严重，染色了，穿不成了，卖家还联系不上
1,我要退货，质量不好
1,尺寸很合适 裤子很合适 衣服我选错了颜色 不然也会挺合适的
1,很失望的一次购物。我一下买了5件，有一件有色差。有一件袖子上很脏。还有一件也是袖子上占的红色什么东西。都不知道能不能洗掉。还有两件我没有看。太失望了。要不是活动需要，我肯定5件都要退货的。
1,还行吧！一分价钱一分货！基本满意
1,色差太严重，质量不好
1,衣领有点脏，其他的还好
1,款式还行，就是味道太重了，给个4颗星
1,上衣很好，裤子跟图片不一样。总体还不错
1,挺好的，虽然面料不吸汗但穿得出去
1,看图片挺好，自己试了一下，脖子地方比较紧，严重的是新衣服居然就已经被染色，不知道什么原因，我不想过多说，实事求是，失望
1,质量太差，不是想象中的那样，还存在色差。是我在京东买的产品中质量最差的，再也不买啦！
1,严重掉色，。。。。
1,和图片上一样，要是棉的就好了，这种料子的衣服不透气，夏天穿有点热，天气稍凉穿应该还可以的
1,"""花钱买什么？哪里可以穿。质量差当抹布都不能擦"
1,"还不让人说实话"""
1,差评，严重差评，本来不想给差评的，但是衣服染色是你们的责任，换了货，还是染色，找客服，客服直接不理人，这就是你们店处理事情的态度吗。就知道逃避。
1,真差劲，买的衣服都染色了，让客服给换，换了还是染色的，我就想问你们换了吗？现在找客服，客服直接不回信息了
1,衣服还行裤子太难看很，不值这个价
-1,一般&hellip;&hellip;&hellip;&hellip;
1,什么破衣服，尼龙的料子，再也不买了
1,一分钱一分货
1,不好不好不好&hellip;&hellip;还没洗呢，刚到手上裤子就褪色到衣服上了，浪费钱。一次都不敢穿出门。只能擦地板了，我靠。童话里都是骗人的&hellip;&hellip;
1,衣服脏，联系卖家不回复，一看就是旧衣服卖给顾客，总之什么服务都差。
-1,还行，一般般的
1,货不对板，我买L码，送来是4ⅩL码。买的是套装，送来的上衣
1,还好，不是很喜欢
1,质量太差，地摊货，就是二三十块钱的东西。
1,不是全棉，有点失望。
1,凑合凑合吧
1,这件我穿起来有点窄，可能因为这件是那么多衣服中弹性比较小的
1,衣服质量没有实体店的好，不过也不算差，就懒得退了
1,还行，就是普通的小衫，真维斯家的衣服一般都很宽松，这款不是很宽松，买合适的码就行
1,衣服不错的，超值穿过一次，还是黑色比较耐看哦，领口真的有点小，好难穿进去啊，但是很帅气，布料滑滑的，然后偏大，
1,布料摸着有一种清凉的感觉，不知道是不是因为天冷的原型，宽松版！还可以！！
1,料子可以、褪色严重！
1,这衣服，有点起毛了，是我没有用手洗的原因吗？才穿了几次而已，也没洗几次呢！觉得真的买贵了～没穿出模特的感觉、哈哈??
1,"""版型好看，不过质量不是特别好，太薄了，这个价格偏高"""
1,基本上穿了两次就起毛了，悲哀第一次购物那么失败，价格不是一般的便宜
1,衣服换成这件了，最喜欢了，么么哒
1,一般。不是很好！很薄。
1,刚收到，感觉还可以，没有穿呢，也不知道掉色和缩水不。
1,等了一些天才发货，当时都有点想退了，还好没有退货，这质量真不错，没白费我等这么久
1,到了以后刚好遇到下雨，就穿上了，因为卫衣要穿宽松一些所以买了s的，这样冬天还可以在里面加衣服
1,洗过无掉色，做工精细，面料也很好，有弹性
1,摸着挺舒服的，春秋穿挺好
1,衣服偏小，料子不是很好，不值这个价钱
1,一次买两套 有点小贵
1,洗了几次，没起球哦，果然是一分钱一分货，不错。
1,"""差差差！才穿一次就这样掉线了！"
1,"白色的边也掉了好长一路线，自己缝好了，你们说这东西还值得买吗？还不便宜！"""
1,只能说信赖给自己带来伤害！是你们的衣服问题，还是我运气太差？上衣拉链居然不到头，能看到内衣的，粉色的布料居然用黑色线来缝的！这样的衣服怎么穿出去？同时在别家买了一套，已经穿过一次又洗了，那才叫又快又好又便宜，这套衣服等了那么久，却等来了失望加气愤。?
1,"""厚度不薄也不厚，里面的料子不是平滑的，有点糙，但还是能接受的软度。"
1,    袖长比想象中的短一些。
1,    没有色差，这点很满意。
1,    抽绳看起来有些脆弱，是软丝线的，不是硬的绳，但亮度颜色是不错的，洗常了就不知道了。害怕会出线头&hellip;&hellip;
1,"    总体是非常满意的！ヽ(=^?&omega;?^="""
1,颜色差别太大了 图片上是亮黄色 拿到以后是橘黄色 除此之外都很好哦
1,很划算 之前专柜买了件黑色的399麻麻也喜欢 趁着打折 果断再买件白色的
1,很好就是还有点大
1,很嗨的衣服 就是白色太容易脏了
1,号稍大，不过还行，好看，懒得换了
1,不错～就是有点肥对我来说
1,质量好，就是买大了一个号
1,给好评，物有所值，买了两套了，要是有男士就给老公买了
-1,衣服比较合身，标码，不过好像选大一码要宽松些。
-1,衣服比较合身，标码，不过好像选大一码要宽松些
1,总的来说挺满意的，就是裤子大了一点，嫌麻烦就不换了
1,衣服质量还可以，不怎么退色
1,衣服到了，颜色和图片上有差别，我收到就洗过，有点掉色，步料穿着还是舒服
1,款式颜色我都喜欢，就是质量不怎么好
1,衣服掉毛不怎么好
1,不是很理想，衣服品质问题，做工很粗糙
-1,一般一般一般一般一般一般
1,还可以，质量一般。
1,款式面料都还好，穿了一次，但是不知道为什么掉毛啊，天热出汗了，脱衣服后发现胳膊腿上都是啊，还粘在身上很懊恼！本来很满意的，头一次穿这样的衣服出现这样的后果，看大家都是好评才买的，你们的衣服都不掉毛吗？我买的为什么会这样？
1,穿着到是挺舒服，就是里面掉毛毛，不太好
1,衣服不是很好
-1,质量一般！！！！
1,质量一般、是棉的
1,我太懒了(?_? )吾消费京东商城数年，深知各产品琳琅满目。然，唯此宝物与众皆不同，为出淤泥之清莲。使吾为之动容，心驰神往，以至茶饭不思，寝食难安，辗转反侧无法忘怀。于是乎紧衣缩食，凑齐银两，倾吾之所有而能买。东哥之热心、快递员之殷切，无不让人感激涕零，可谓迅雷不及掩耳盗铃儿响叮当仁不让世界充满爱。待打开包裹之时，顿时金光四射，屋内升起七彩祥云，处处皆是祥和之气。吾惊讶之余甚是欣喜若狂，呜呼哀哉！此宝乃是天上物，人间又得几回求！遂沐浴更衣，焚香祷告后与人共赏此宝。人皆赞叹不已，故生此宝物款型及做工，超高性价比之慨，且赞吾独具慧眼与时尚品位。产品介绍果然句句实言，毫无夸大欺瞒之嫌。实乃大家之风范，忠义之商贾。
1,还好，身高太矮了有点胖穿起来不怎么好看
1,还不错，适合开春穿，白色很好看
1,质量很好！女款很合适
1,个人很喜欢！不管是颜色还是款式，都爱！
1,打开衣服包装，有很重的刺鼻的味道，还退色
1,太差了裤子打折了没车好。发款也发错了
1,这衣服很垃圾，态度差劲.这次网购很失望.布料又不好，像旧的一样，衣服差，垃圾，价格又贵，不值这个价
1,衣服还能穿  裤子不行 质量不怎么样，
1,掉毛毛，太恶心了。
-1,男款太大，女款太小，倒没起球，一分价，一份货，要求不能太高
-1,男款太大，女款太小，倒没起球，一分价，一份货，要求不能太高
1,质量不是特别好，易起球。。。。
1,衣服质量还是不算太好的，容易起毛，颜色好看是是真的，用优惠卷买的，也就不退了
1,衣服色差太大，与图片不符，大小还可以，
1,衣服还行裤子太长了
1,质量不怎么滴！衣兜还是漏的！
1,128买这衣服怎么看都不值，所谓的纯棉太忽悠人，一句话买了就后悔。
1,还行吧就是有点肥裤子有点短总时来说还好吧
1,有点掉色还起球球
1,穿了两次感觉有点起球球
1,买的黑色，上面标的也是黑色，一打开白色的，无奈，无解 ? ?
1,质量很好，很适合春秋穿，而且摸着很舒服，也蛮厚的
1,就那样吧！
-1,一般
1,这衣服是垃圾产品，布料太差劲了，裤子只穿了两天就烂了，
1,没我想像的好，布料好薄，不过总体还好
1,已经收到了，物有所值吧，适合春秋季节穿，很喜欢，很喜欢，买的情侣装，非常好、
1,收到了，外地出差，女儿说很好，
-1,还可以吧！质量一般
1,摸着挺舒服的，春秋穿挺好
1,给发错了，我要的白上衣黑裤子，给我发来的全是黑色的
1,面料舒适，不掉色，不起球，一分价钱一分货！
1,萌翻了～果然要买大一码才有宽松的感觉
1,不错，一分钱一分货
1,衣服收到后就马上穿上了，颜色很漂亮，很衬我的皮肤，明天早上穿着这套运动服跑步克，嘻嘻！
1,很好哦，不缩水不掉色
1,刚开始自己觉得一般，但是朋友评价都很好，看来大家好才是真的好
1,衣服还好吧！一分价钱一分货呗！
-1,衣服质量很好，也没有色差，不知道会不会起球，穿一段时间看看，
1,总体来说还可以的！只是感觉有点小贵
1,还可以，外观耐看，，，，，，，，，
-1,一分价钱一分货&hellip;&hellip;还可以
1,做工粗糙一逼&hellip;直接扔出去了
-1,一般般
1,还行吧，就那样
1,质量一般，裤子有点宽了长了，
1,可以可以   就是贵了一点
1,衣服质量都很好，就是上衣颜色和图片色有点差距，上衣有点点小了，裤子很合身
1,初步觉得还可以，就是不晓得要起球不
1,上衣衣服与图片颜色差别较大，像洗头了退色的红色（比图片红色淡很多）
1,质量差，不值这个价，商家提供的码数不符，偏细
1,衣服整体还行，就是跟客服说话不理人&hellip;&hellip;
1,这件衣服很好，摸起来手感不错，嗯，可能不会起球吧，如果很好的话下次我还买。
1,质量还可以，上衣大小还行，，就是裤子大了点！
1,商品很满意，就是裤子太大了
1,这套衣服跟图片差别太大了，看看衣服的边，像掉色非常严重，这是刚收到没有洗之前的图片哦
1,上衣大小还行，就是开裤子太肥
1,买了一件红色，一件白色。都挺好。穿着很舒服
1,样式还行，颜色和图片也差不多，就是衣服上有一块白色的地方，而且衣服味道挺大的
1,不怎么样，nonono
1,挺好，就是有点不透气
1,只有这一件可以穿。
1,白色很白，估计不禁脏，但很喜欢
1,款式简洁大方，早晨洗了下不掉色，喜欢宽松点拍大一码，穿上很舒服。透气不闷热。
1,不是很好质量不好
1,还行，就是有点大
1,料子不是棉的，码买大了
1,说是质量不怎么好
1,衣服很漂亮但是我穿着不太好看
1,衣服还可以，一分价钱一分货
1,还不错！衣服料挺好，就是太薄了！
1,裤子有点宽了
1,跟图片上的不一致，不知道料子好不好，一般般吧
1,洗了几次还是褪色，还起毛，上衣还可以
1,一般就是不是纯棉的。
1,不是我想象中那样，凑合穿吧&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;
1,谁说衣服不掉色啊，这不睁眼说瞎话吗？我这一盆黑水那里来的，真不知道人们是怎么评价的
1,款式挺好的，于图片相符，就是质量不理想，起毛
1,非常不满意，衣服质量非常不好，和描述的不符！申请退货还不给退，太差了！什么7天无理由退货啊？都是骗人的！
1,大大的差评，和图片一点都不符，简直是卖家秀
1,不太满意
1,衣服质量可以，就是背后的纽扣不是白色的
1,太假，好薄，裤子最难看，根本不值这个价钱
1,款式简单大方，可惜不是全棉的，不知道会起球不。
1,没有想想的好
1,质量不错，款式可以，买大了一个码数也懒得拿去换了
1,跟图片不符，质量也不好
1,料子太差了，跟本就不值那些钱。裤子很难看
1,衣服还可以，就是商家忘发腰带，联系了，说给我补发，服务态度很好，
1,好看是好看。质量一点也不好，再也不来了，*
1,还行，就是衣服有点短
1,可以就是有点大
1,不是很满意，衣服料子不是很好，
1,没图片好，质量一般，不是纯棉的
1,很不错，好大了点
1,与图片上的不符，质量也一般
1,穿了几次就起球了。质量不是很好。
1,还蛮好的，就是有点厚
1,太大了直接穿不了
1,衣服有点薄，不是棉的，款式还可以
1,我买得黑色的啊，还行吧，质量一般。
1,衣服款式还好，质量一般，起毛球！
1,发货很极时，但衣服质量一般般！
1,还没穿，但是味道很不好闻，让我怀疑衣服的质量
1,衣服很漂亮，就是裤子我穿有点长
1,挺好的，都是上衣没有弹性，但是穿着挺好的
-1,一般一般
1,衣服不错，但是尺码偏小点啊，裤子合适，衣服肩小了。170穿的L号。
1,质量很好，穿的很合身，我要的就是玫红色！
1,衣服很好看，酒红色很漂亮
1,质量还可以，送货速度也快，就是裤脚有一点长，可能要剪掉，总体来说，还可以，真的买对了！以后还会光顾这家店的！
1,上衣袖子太长了吧
-1,质量一般
1,比我想象的好很多，颜色正，裤型好，布料有弹性
1,衣服还可以，就是买小了一码，大一码就更满意了。
-1,一般
1,挺喜欢的款式，布料也不错，穿上显得很精神，买来早上早起锻炼时候穿的，满意
1,衣服很好，质量不错，面料很好，很时尚的运动装，只是略微有点偏小，但是也不错的。以后买运动衣就来她家了！同事也相中了，又让我给买一套 很好！
1,表面看起来像纯棉，里面的好像不是，和理想的有点差别
1,衣服质量很好，不起球，感觉还可以，质量在这价格范围内，还是可以接受，颜色也和图片上面一样的 没什么很大的差别
1,很好呀，感觉很喜欢，布料不错，穿着跑步也吸汗。
1,衣服非常漂亮，设计的很有个性，最喜欢口袋那块，健身房穿的，非常合适，薄厚刚刚好。春秋还能当外套穿。很棒的购物体验。
1,质量很好，买来跑步的
1,洗过不褪色，不缩水
1,衣服不错，就是担心洗了以后上面的印花洗掉呢
1,下水洗了下，没有缩水掉色，也没起毛，可以，划算！
1,"""应该挺不错的，可惜没看到. 寄家里了!"""
1,颜色好看款式也很好。是我理想型号的那种。
1,衣服没有图片上的好看    我都想退货了
1,扎手，收到就洗掉了，不褪色，还蛮柔软的
1,衣服收到了，质量挺好，布料有弹性
1,一分价钱一分货，本来觉得有点贵，收到货，衣服真心不错
1,差不多吧，和照片上的还有点出入
1,图案清晰 洗过了 不掉色  很喜欢 穿上很好看 显得人很高
1,衣服面料不错，就是我买小了一码，但还是可以穿
1,衣服还好，裤子大了一点
1,虽然不是棉的，但比较有弹性，158/47穿M码很合身。发货好快，如果能便宜点就更好了，哈哈
1,质量一点都不好，不值这个价。
1,我会爱上运动的！！嘻嘻
1,帮人家买的，好像是说质量还不错。。
1,还没试穿，不可弹性不错，洗时不太褪色
1,色泽和质量都挺好。凉快贴身舒适。
1,比在外面实体店买的便宜多！穿上以后很多人都说好看！店家人也很好！这件衣服不买是你的损失哦。
1,衣服很合身，挺好，穿一段时间看看起不起球在追评
1,穿着跑步，不错的衣服
1,衣服颜色很漂亮。款式也不错，只是按店家的提示买的尺码有点小，想换又怕烦，所以建议买大一码的比较合适。
1,质量很好！就是小啦，已经申请换货！
1,很合适，衣服是松紧的
-1,质量一般
1,面料摸上去很舒服，纯棉的，洗了才评的，不会掉色，早上去跑步很好
1,真的很一般，各位要慎重啊。
1,每天早起跑步穿的，很舒服，属于那种透气性不错的宝贝，爱上跑步了，呵呵！希望身材越来越好
1,哎！给女儿买的&hellip;&hellip;没看到穿，不晓得好看不
1,质量不错，裤子也不掉色，料子穿着很舒服，要是再厚一点就更满意了
1,虽然没有模特穿那样的效果，但面料真的很舒服。运动首选
1,我喜欢，跑步大点舒服。衣服首先要舒服，其次是款式，这个特好
1,每天上班都穿的很正式，这款衣服平时穿穿很不错，款式很休闲，做工也不错，面料挺好的
1,衣服收到了，试了一下还算合身，只是裤口有点紧，衣衣质量一般般，个人感觉不值这个价
1,之前在该店买了一套质量有问题，害我一翻周折退货换货，今天到了看着心里舒服多了，终于如我想像的图片上那样，面料还好舒服不紧绷，买家服务态度也好，物流快，希望下次买到一次成攻的衣服，卖家严把质量关把最好的东西发出去！给4分
1,衣服一般，有点小贵。物流快！
1,玫红色洗了几次都没有起球，而且穿起特舒服，真喜欢！
1,宝贝不错，可惜本人胖了点儿^_^
1,衣服还行，是棉的，酒红色没有掉色。洗过两次还没的发现变形。可以
1,衣服收到了，不错，上衣有点儿偏小。
1,衣服还行，就不是纯棉的，不过穿着还好
1,衣服信价比很高，总得来说非常棒
1,质量一般，不是纯棉的，型号偏小，店家推荐的型号小了。
1,质量有保证 穿着舒服合適 布料啊不錯，我要的是玫红色
1,布料还是可以的，车工就不敢恭维了，裤袋跟裤腿打结纠缠缝在一起，整个裤腿似小儿麻痹，要重新拆开缝合。
1,衣服质量比想象的好，就是裤子有点大
1,"""还可以吧 身材苗条的可能更合适点"
1,"加油锻炼...."""
1,尺码偏小，本人153，43kg，M码都不显宽松。面料硬，花纹是胶印，粗糙。不值这个价。
1,这买家秀和卖家不一样呀
1,依依很好的是我喜欢的，穿上显瘦，有型，，，，祝愿商家生意兴隆，财源广进！！ 有想法再来一套，换个颜色！！！！
1,"""应该挺不错的，可惜没看到. 寄家里了!"""
1,衣服跟圖片一樣質量不錯
-1,一般般
1,裤子长了一点，其他都好。
-1,一般般
1,裤子有点大了
1,亲也太薄啦！以前几十买的都比这个厚，不知道会不会起球哟！
1,还好，但就是有点短，稍长一点就好了
1,有弹性，穿着运动不错！
1,质量不错，就是码数偏小
1,衣服还可以，就是感觉有一点点小。但裤子还有点长。
